L1_sp_dim,L1_sp_sz,L1_pos1_dim,L1_pos1_tile,L1_pos2_dim,L1_pos2_tile,L1_pos3_dim,L1_pos3_tile,L1_pos4_dim,L1_pos4_tile,L1_pos5_dim,L1_pos5_tile,L1_pos6_dim,L1_pos6_tile,L2_sp_dim,L2_sp_sz,L2_pos1_dim,L2_pos1_tile,L2_pos2_dim,L2_pos2_tile,L2_pos3_dim,L2_pos3_tile,L2_pos4_dim,L2_pos4_tile,L2_pos5_dim,L2_pos5_tile,L2_pos6_dim,L2_pos6_tile,genome_str,fitness1,fitness2,valid,genome_pattern,layer
C,191,Y,163,X,210,K,44,S,7,R,7,C,2,Y,91,X,1,K,1,C,1,S,7,Y,1,R,7,"L1:[sp=C,191] Y=163,X=210,K=44,S=7,R=7,C=2 || L2:[sp=Y,91] X=1,K=1,C=1,S=7,Y=1,R=7",-4101897.0,-15690.6,1,C|Y,1
Y,332,R,7,K,44,C,3,Y,25,S,7,X,219,K,33,S,7,X,1,C,1,K,1,Y,1,R,7,"L1:[sp=Y,332] R=7,K=44,C=3,Y=25,S=7,X=219 || L2:[sp=K,33] S=7,X=1,C=1,K=1,Y=1,R=7",-11028.0,-697.689,1,Y|K,1
X,434,C,1,S,7,X,17,K,53,Y,55,R,7,Y,119,S,7,K,1,Y,1,C,1,R,7,X,1,"L1:[sp=X,434] C=1,S=7,X=17,K=53,Y=55,R=7 || L2:[sp=Y,119] S=7,K=1,Y=1,C=1,R=7,X=1",-1279537.0,-38143.8,1,X|Y,1
C,802,Y,37,R,7,C,1,S,7,X,167,K,47,K,24,K,1,X,1,R,7,C,1,S,7,Y,1,"L1:[sp=C,802] Y=37,R=7,C=1,S=7,X=167,K=47 || L2:[sp=K,24] K=1,X=1,R=7,C=1,S=7,Y=1",-6986053.0,-15054.9,1,C|K,1
X,191,Y,163,X,210,K,53,S,7,R,7,C,1,Y,91,R,7,K,1,C,1,S,7,Y,56,X,62,"L1:[sp=X,191] Y=163,X=210,K=53,S=7,R=7,C=1 || L2:[sp=Y,91] R=7,K=1,C=1,S=7,Y=56,X=62",-221276173.0,-41522.3,1,X|Y,1
C,434,C,1,S,7,X,219,K,53,Y,55,R,7,Y,119,S,7,Y,1,K,1,C,1,R,7,X,1,"L1:[sp=C,434] C=1,S=7,X=219,K=53,Y=55,R=7 || L2:[sp=Y,119] S=7,Y=1,K=1,C=1,R=7,X=1",-12553.0,-716.655,1,C|Y,1
X,332,R,7,K,44,C,3,Y,196,S,7,X,17,K,33,S,7,X,1,C,3,K,1,Y,1,R,7,"L1:[sp=X,332] R=7,K=44,C=3,Y=196,S=7,X=17 || L2:[sp=K,33] S=7,X=1,C=3,K=1,Y=1,R=7",-1634351.0,-15653.9,1,X|K,1
C,191,Y,163,X,210,K,53,S,7,R,7,C,1,C,1,R,7,K,1,C,1,S,7,Y,1,X,179,"L1:[sp=C,191] Y=163,X=210,K=53,S=7,R=7,C=1 || L2:[sp=C,1] R=7,K=1,C=1,S=7,Y=1,X=179",-164759177.0,-15214.4,1,C|C,1
C,847,X,135,C,2,K,3,Y,122,R,7,S,7,Y,50,Y,1,R,7,S,7,C,1,X,92,K,1,"L1:[sp=C,847] X=135,C=2,K=3,Y=122,R=7,S=7 || L2:[sp=Y,50] Y=1,R=7,S=7,C=1,X=92,K=1",-5582169.0,-23967.1,1,C|Y,1
Y,434,C,1,S,7,X,135,K,53,Y,190,R,7,Y,119,S,7,C,1,K,1,Y,1,R,7,X,1,"L1:[sp=Y,434] C=1,S=7,X=135,K=53,Y=190,R=7 || L2:[sp=Y,119] S=7,C=1,K=1,Y=1,R=7,X=1",-4101901.0,-40638.2,1,Y|Y,1
C,191,Y,163,X,155,R,7,S,7,K,57,C,1,Y,91,R,7,K,7,C,1,S,7,Y,1,X,1,"L1:[sp=C,191] Y=163,X=155,R=7,S=7,K=57,C=1 || L2:[sp=Y,91] R=7,K=7,C=1,S=7,Y=1,X=1",-2050953.0,-14865.6,1,C|Y,1
Y,434,S,7,C,1,X,17,K,28,Y,190,R,7,Y,119,S,7,C,1,K,7,Y,185,R,7,X,1,"L1:[sp=Y,434] S=7,C=1,X=17,K=28,Y=190,R=7 || L2:[sp=Y,119] S=7,C=1,K=7,Y=185,R=7,X=1",-414995818.0,-40869.8,1,Y|Y,1
C,802,Y,55,R,7,C,1,S,7,X,167,K,16,K,24,K,1,X,1,Y,1,C,1,S,7,R,7,"L1:[sp=C,802] Y=55,R=7,C=1,S=7,X=167,K=16 || L2:[sp=K,24] K=1,X=1,Y=1,C=1,S=7,R=7",-9314737.0,-14884.7,1,C|K,1
C,847,X,135,S,7,K,17,C,1,R,7,Y,122,Y,50,Y,1,R,7,S,7,C,1,X,1,K,1,"L1:[sp=C,847] X=135,S=7,K=17,C=1,R=7,Y=122 || L2:[sp=Y,50] Y=1,R=7,S=7,C=1,X=1,K=1",-3418257.0,-15910.1,1,C|Y,1
