,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,889.0,774494.624,0.37284700377726576,1024.0,686.0,3534.0,288768.0,483295.23199999996,2431.392,"[['Y', 350], ['R', 7], ['S', 7], ['X', 222], ['K', 11], ['C', 3], ['Y', 221], ['K', 11], ['R', 7], ['X', 1], ['K', 1], ['S', 7], ['C', 3], ['Y', 1]]"
