,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,2275561.0,99053.056,0.4782891302212826,168.0,130.0,53272.0,47376.0,15025.919999999998,36651.136,"[['X', 32], ['S', 1], ['Y', 73], ['C', 1], ['K', 44], ['X', 2], ['R', 7], ['Y', 40], ['K', 21], ['C', 1], ['R', 1], ['Y', 1], ['X', 2], ['S', 1]]"
