,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,354817.0,74108.928,0.6392752031172276,168.0,178.0,8952.0,47376.0,20573.951999999997,6158.976,"[['Y', 12], ['X', 2], ['K', 36], ['S', 1], ['C', 3], ['Y', 1], ['R', 1], ['C', 3], ['R', 1], ['X', 2], ['K', 29], ['S', 1], ['C', 1], ['Y', 1]]"
