,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,6817.0,59925.119999999995,0.7905866521418731,168.0,100.0,1440.0,47376.0,11558.4,990.7199999999999,"[['Y', 2], ['Y', 19], ['X', 224], ['R', 3], ['S', 2], ['C', 3], ['K', 40], ['K', 36], ['K', 1], ['C', 1], ['X', 1], ['R', 1], ['Y', 12], ['S', 2]]"
