,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,117.0,73583.296,0.6438417762640043,168.0,168.0,9868.0,47376.0,19418.111999999997,6789.183999999999,"[['K', 4], ['Y', 222], ['S', 4], ['X', 223], ['R', 7], ['K', 1], ['C', 3], ['C', 3], ['Y', 1], ['C', 1], ['R', 7], ['S', 4], ['K', 1], ['X', 1]]"
