,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,154.0,52824.96,0.8968487624032275,168.0,6.0,6912.0,47376.0,693.5039999999999,4755.455999999999,"[['K', 3], ['S', 3], ['R', 6], ['C', 3], ['K', 40], ['Y', 224], ['X', 224], ['K', 40], ['C', 1], ['R', 1], ['Y', 1], ['S', 1], ['X', 1], ['K', 1]]"
