L1_sp_dim,L1_sp_sz,L1_pos1_dim,L1_pos1_tile,L1_pos2_dim,L1_pos2_tile,L1_pos3_dim,L1_pos3_tile,L1_pos4_dim,L1_pos4_tile,L1_pos5_dim,L1_pos5_tile,L1_pos6_dim,L1_pos6_tile,L2_sp_dim,L2_sp_sz,L2_pos1_dim,L2_pos1_tile,L2_pos2_dim,L2_pos2_tile,L2_pos3_dim,L2_pos3_tile,L2_pos4_dim,L2_pos4_tile,L2_pos5_dim,L2_pos5_tile,L2_pos6_dim,L2_pos6_tile,genome_str,fitness1,fitness2,valid,genome_pattern,layer
Y,877,S,1,Y,1,C,3,X,124,R,1,K,12,K,4,S,1,X,106,R,1,K,1,Y,1,C,1,"L1:[sp=Y,877] S=1,Y=1,C=3,X=124,R=1,K=12 || L2:[sp=K,4] S=1,X=106,R=1,K=1,Y=1,C=1",-334573.0,-677141.0,1,Y|K,1
Y,877,S,1,Y,1,C,3,X,124,R,1,K,12,K,4,S,1,X,106,R,1,K,1,C,1,Y,1,"L1:[sp=Y,877] S=1,Y=1,C=3,X=124,R=1,K=12 || L2:[sp=K,4] S=1,X=106,R=1,K=1,C=1,Y=1",-334573.0,-677141.0,1,Y|K,1
Y,877,S,1,Y,1,C,3,X,124,R,1,K,38,K,4,S,1,X,106,R,1,K,1,C,1,Y,1,"L1:[sp=Y,877] S=1,Y=1,C=3,X=124,R=1,K=38 || L2:[sp=K,4] S=1,X=106,R=1,K=1,C=1,Y=1",-355055.0,-677144.0,1,Y|K,1
Y,877,S,1,Y,1,C,3,X,124,R,1,K,15,K,4,S,1,X,106,R,1,K,1,Y,1,C,1,"L1:[sp=Y,877] S=1,Y=1,C=3,X=124,R=1,K=15 || L2:[sp=K,4] S=1,X=106,R=1,K=1,Y=1,C=1",-355349.0,-677144.0,1,Y|K,1
Y,877,S,7,Y,1,C,3,X,124,R,1,K,37,K,4,S,1,X,106,R,1,K,1,Y,1,C,1,"L1:[sp=Y,877] S=7,Y=1,C=3,X=124,R=1,K=37 || L2:[sp=K,4] S=1,X=106,R=1,K=1,Y=1,C=1",-384875.0,-95144.0,1,Y|K,1
Y,877,S,1,Y,1,C,3,X,124,R,1,K,12,K,3,S,1,X,106,R,1,K,1,Y,1,C,1,"L1:[sp=Y,877] S=1,Y=1,C=3,X=124,R=1,K=12 || L2:[sp=K,3] S=1,X=106,R=1,K=1,Y=1,C=1",-459817.0,-677141.0,1,Y|K,1
Y,877,S,1,Y,1,C,3,R,1,X,124,K,12,K,4,S,1,X,106,R,1,K,2,Y,1,C,1,"L1:[sp=Y,877] S=1,Y=1,C=3,R=1,X=124,K=12 || L2:[sp=K,4] S=1,X=106,R=1,K=2,Y=1,C=1",-459817.0,-692115.0,1,Y|K,1
Y,877,C,1,S,1,R,1,X,124,K,63,Y,1,K,63,S,1,R,1,X,116,K,1,Y,1,C,1,"L1:[sp=Y,877] C=1,S=1,R=1,X=124,K=63,Y=1 || L2:[sp=K,63] S=1,R=1,X=116,K=1,Y=1,C=1",-551545.0,-2087530.0,1,Y|K,1
Y,877,C,1,S,1,R,1,X,124,K,63,Y,1,K,63,X,116,R,1,S,1,K,1,Y,1,C,1,"L1:[sp=Y,877] C=1,S=1,R=1,X=124,K=63,Y=1 || L2:[sp=K,63] X=116,R=1,S=1,K=1,Y=1,C=1",-551545.0,-2087530.0,1,Y|K,1
Y,877,S,1,Y,1,C,3,X,124,R,1,K,12,K,3,S,1,X,54,R,1,K,1,Y,1,C,1,"L1:[sp=Y,877] S=1,Y=1,C=3,X=124,R=1,K=12 || L2:[sp=K,3] S=1,X=54,R=1,K=1,Y=1,C=1",-627985.0,-677141.0,1,Y|K,1
Y,877,S,1,Y,1,C,3,X,124,R,1,K,34,K,3,S,1,X,106,R,1,K,16,Y,1,C,1,"L1:[sp=Y,877] S=1,Y=1,C=3,X=124,R=1,K=34 || L2:[sp=K,3] S=1,X=106,R=1,K=16,Y=1,C=1",-668165.0,-677134.0,1,Y|K,1
Y,877,S,1,Y,1,C,2,X,124,R,1,K,34,K,3,S,1,X,106,R,1,K,16,Y,1,C,2,"L1:[sp=Y,877] S=1,Y=1,C=2,X=124,R=1,K=34 || L2:[sp=K,3] S=1,X=106,R=1,K=16,Y=1,C=2",-891017.0,-1353050.0,1,Y|K,1
Y,877,S,1,Y,1,C,3,X,124,R,3,K,12,K,4,S,1,X,106,R,1,K,1,C,1,Y,1,"L1:[sp=Y,877] S=1,Y=1,C=3,X=124,R=3,K=12 || L2:[sp=K,4] S=1,X=106,R=1,K=1,C=1,Y=1",-1002205.0,-295353.0,1,Y|K,1
Y,877,S,1,Y,3,C,3,X,124,R,1,K,12,K,4,S,1,X,106,R,1,K,1,C,1,Y,1,"L1:[sp=Y,877] S=1,Y=3,C=3,X=124,R=1,K=12 || L2:[sp=K,4] S=1,X=106,R=1,K=1,C=1,Y=1",-1002541.0,-677141.0,1,Y|K,1
Y,877,Y,1,S,1,R,1,X,124,K,38,C,1,C,1,S,1,R,1,X,116,K,9,Y,1,C,1,"L1:[sp=Y,877] Y=1,S=1,R=1,X=124,K=38,C=1 || L2:[sp=C,1] S=1,R=1,X=116,K=9,Y=1,C=1",-1126021.0,-2073860.0,1,Y|C,1
Y,877,C,1,S,1,R,1,X,124,K,38,Y,1,C,1,S,1,R,1,X,116,K,9,Y,1,C,1,"L1:[sp=Y,877] C=1,S=1,R=1,X=124,K=38,Y=1 || L2:[sp=C,1] S=1,R=1,X=116,K=9,Y=1,C=1",-1126021.0,-2039050.0,1,Y|C,1
Y,877,X,124,Y,1,K,43,S,1,R,1,C,3,Y,1,X,116,S,1,R,1,K,26,Y,1,C,2,"L1:[sp=Y,877] X=124,Y=1,K=43,S=1,R=1,C=3 || L2:[sp=Y,1] X=116,S=1,R=1,K=26,Y=1,C=2",-1164437.0,-675017.0,1,Y|Y,1
Y,877,Y,1,S,1,R,1,X,124,K,38,C,1,C,1,S,1,R,1,X,116,K,1,Y,1,C,1,"L1:[sp=Y,877] Y=1,S=1,R=1,X=124,K=38,C=1 || L2:[sp=C,1] S=1,R=1,X=116,K=1,Y=1,C=1",-1242445.0,-2073860.0,1,Y|C,1
Y,877,C,1,S,1,R,1,X,124,K,38,Y,1,C,1,S,1,R,1,X,116,K,1,Y,1,C,1,"L1:[sp=Y,877] C=1,S=1,R=1,X=124,K=38,Y=1 || L2:[sp=C,1] S=1,R=1,X=116,K=1,Y=1,C=1",-1242445.0,-2039050.0,1,Y|C,1
Y,877,X,124,K,12,Y,1,S,1,R,1,C,3,K,1,K,1,S,1,X,116,R,1,Y,1,C,1,"L1:[sp=Y,877] X=124,K=12,Y=1,S=1,R=1,C=3 || L2:[sp=K,1] K=1,S=1,X=116,R=1,Y=1,C=1",-1242445.0,-675000.0,1,Y|K,1
