L1_sp_dim,L1_sp_sz,L1_pos1_dim,L1_pos1_tile,L1_pos2_dim,L1_pos2_tile,L1_pos3_dim,L1_pos3_tile,L1_pos4_dim,L1_pos4_tile,L1_pos5_dim,L1_pos5_tile,L1_pos6_dim,L1_pos6_tile,L2_sp_dim,L2_sp_sz,L2_pos1_dim,L2_pos1_tile,L2_pos2_dim,L2_pos2_tile,L2_pos3_dim,L2_pos3_tile,L2_pos4_dim,L2_pos4_tile,L2_pos5_dim,L2_pos5_tile,L2_pos6_dim,L2_pos6_tile,genome_str,fitness1,fitness2,valid,genome_pattern,layer
K,250,C,43,K,19,S,3,Y,55,R,3,X,55,C,43,C,1,S,3,X,55,K,1,Y,26,R,3,"L1:[sp=K,250] C=43,K=19,S=3,Y=55,R=3,X=55 || L2:[sp=C,43] C=1,S=3,X=55,K=1,Y=26,R=3",-3.0,-1229.81,1,K|C,2
K,250,R,3,K,19,S,3,Y,55,C,43,X,55,C,43,C,1,S,3,X,55,K,1,Y,26,R,3,"L1:[sp=K,250] R=3,K=19,S=3,Y=55,C=43,X=55 || L2:[sp=C,43] C=1,S=3,X=55,K=1,Y=26,R=3",-3.0,-1229.81,1,K|C,2
K,250,C,43,K,19,S,3,Y,55,R,3,X,55,C,43,S,3,C,1,X,55,K,1,Y,26,R,3,"L1:[sp=K,250] C=43,K=19,S=3,Y=55,R=3,X=55 || L2:[sp=C,43] S=3,C=1,X=55,K=1,Y=26,R=3",-3.0,-1229.81,1,K|C,2
K,250,C,35,K,19,S,3,Y,55,R,3,X,55,C,43,S,3,C,1,X,55,K,1,Y,26,R,3,"L1:[sp=K,250] C=35,K=19,S=3,Y=55,R=3,X=55 || L2:[sp=C,43] S=3,C=1,X=55,K=1,Y=26,R=3",-3.0,-1190.29,1,K|C,2
K,250,C,40,K,19,S,3,Y,55,R,3,X,55,C,43,S,3,R,3,X,55,K,1,Y,26,C,1,"L1:[sp=K,250] C=40,K=19,S=3,Y=55,R=3,X=55 || L2:[sp=C,43] S=3,R=3,X=55,K=1,Y=26,C=1",-3.0,-1214.99,1,K|C,2
K,250,C,35,R,3,S,3,Y,55,K,19,X,55,C,43,S,3,C,1,X,55,K,1,Y,26,R,3,"L1:[sp=K,250] C=35,R=3,S=3,Y=55,K=19,X=55 || L2:[sp=C,43] S=3,C=1,X=55,K=1,Y=26,R=3",-3.0,-1190.29,1,K|C,2
K,250,C,35,K,19,S,3,Y,55,R,3,X,55,C,43,S,3,C,1,X,55,R,3,Y,26,K,1,"L1:[sp=K,250] C=35,K=19,S=3,Y=55,R=3,X=55 || L2:[sp=C,43] S=3,C=1,X=55,R=3,Y=26,K=1",-3.0,-1190.29,1,K|C,2
K,250,C,40,K,19,S,3,Y,55,X,55,R,3,C,43,S,3,R,3,X,55,K,1,Y,26,C,1,"L1:[sp=K,250] C=40,K=19,S=3,Y=55,X=55,R=3 || L2:[sp=C,43] S=3,R=3,X=55,K=1,Y=26,C=1",-3.0,-1214.99,1,K|C,2
K,250,C,35,K,19,S,3,Y,55,R,3,X,55,C,43,X,55,K,1,S,3,C,1,Y,26,R,3,"L1:[sp=K,250] C=35,K=19,S=3,Y=55,R=3,X=55 || L2:[sp=C,43] X=55,K=1,S=3,C=1,Y=26,R=3",-3.0,-1190.29,1,K|C,2
K,250,C,35,R,3,S,3,K,19,Y,55,X,55,C,43,S,3,C,1,X,55,K,1,Y,26,R,3,"L1:[sp=K,250] C=35,R=3,S=3,K=19,Y=55,X=55 || L2:[sp=C,43] S=3,C=1,X=55,K=1,Y=26,R=3",-3.0,-1190.29,1,K|C,2
K,250,C,35,R,3,S,3,Y,55,K,19,X,55,C,43,S,3,K,1,X,55,C,1,Y,26,R,3,"L1:[sp=K,250] C=35,R=3,S=3,Y=55,K=19,X=55 || L2:[sp=C,43] S=3,K=1,X=55,C=1,Y=26,R=3",-3.0,-1190.29,1,K|C,2
K,250,C,35,R,3,S,3,Y,55,X,55,K,19,C,43,S,3,C,1,X,55,K,1,Y,26,R,3,"L1:[sp=K,250] C=35,R=3,S=3,Y=55,X=55,K=19 || L2:[sp=C,43] S=3,C=1,X=55,K=1,Y=26,R=3",-3.0,-1190.29,1,K|C,2
K,250,C,35,K,19,S,3,Y,55,R,3,X,56,C,43,S,3,C,1,X,55,K,1,Y,26,R,3,"L1:[sp=K,250] C=35,K=19,S=3,Y=55,R=3,X=56 || L2:[sp=C,43] S=3,C=1,X=55,K=1,Y=26,R=3",-3.0,-1190.54,1,K|C,2
K,250,C,43,R,3,S,3,Y,55,X,55,K,19,C,43,S,3,C,1,X,55,K,1,Y,26,R,3,"L1:[sp=K,250] C=43,R=3,S=3,Y=55,X=55,K=19 || L2:[sp=C,43] S=3,C=1,X=55,K=1,Y=26,R=3",-3.0,-1229.81,1,K|C,2
K,250,C,40,R,3,X,55,Y,55,K,19,S,3,C,43,S,3,C,1,X,55,K,1,Y,26,R,3,"L1:[sp=K,250] C=40,R=3,X=55,Y=55,K=19,S=3 || L2:[sp=C,43] S=3,C=1,X=55,K=1,Y=26,R=3",-3.0,-1214.99,1,K|C,2
