,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,3.0,4833281.824,0.059745740164809394,1024.0,6402.0,49750.0,288768.0,4510285.824,34228.0,"[['K', 250], ['C', 43], ['K', 19], ['S', 3], ['Y', 55], ['R', 3], ['X', 55], ['C', 43], ['C', 1], ['S', 3], ['X', 55], ['K', 1], ['Y', 26], ['R', 3]]"
