,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,707329.0,124588.86399999999,0.3802587043413447,168.0,266.0,67540.0,47376.0,30745.343999999997,46467.52,"[['Y', 37], ['C', 2], ['S', 1], ['K', 1], ['Y', 1], ['X', 67], ['R', 1], ['K', 1], ['Y', 1], ['K', 1], ['X', 66], ['C', 1], ['S', 1], ['R', 1]]"
