,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,377889.0,699825.9839999999,0.41262829132106077,1024.0,294.0,296412.0,288768.0,207126.528,203931.45599999998,"[['X', 531], ['X', 4], ['Y', 129], ['S', 1], ['K', 38], ['R', 1], ['C', 3], ['Y', 129], ['R', 1], ['C', 1], ['Y', 1], ['K', 36], ['S', 1], ['X', 3]]"
