,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,501457.0,123474.30399999999,0.38369116864995656,168.0,30.0,105568.0,47376.0,3467.5199999999995,72630.784,"[['X', 91], ['C', 3], ['K', 17], ['S', 1], ['R', 2], ['X', 1], ['Y', 188], ['Y', 12], ['S', 1], ['Y', 1], ['K', 7], ['R', 1], ['X', 1], ['C', 1]]"
