,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,66641.0,74084.16,0.6394889271876741,168.0,176.0,9252.0,47376.0,20342.784,6365.375999999999,"[['X', 44], ['C', 3], ['Y', 222], ['X', 1], ['K', 33], ['S', 1], ['R', 6], ['K', 3], ['R', 6], ['K', 1], ['X', 1], ['Y', 36], ['S', 1], ['C', 1]]"
