Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW Req (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width, Offchip BW Req (Elements/cycle),  L2 SRAM Size Req (Bytes), L1 SRAM Size Req (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
0,CONV,1024,854953,432028,549.677,1.27232e+06,1.64418e+15,1.29217e+10,2457,230.661,2457,1,501,1122460,24,1,1,150528,9408,1.08777e+12,469948416,1251.64,84.7872,3872.49,1.29217e+10,469948416, 11230000, 11230000, 150528, 41.8476, 469948416, 30240, 30240, 9408, 15540.6, 469948416, 469948416, 3041536, 89513984, 1, 1, 1, 1, 1, 1, 1, 7, 7921, 1272, 334, 58.6047
