,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,56773.0,51442.08,0.9209580950070447,168.0,6.0,4902.0,47376.0,693.5039999999999,3372.5759999999996,"[['Y', 106], ['Y', 1], ['S', 3], ['R', 3], ['C', 1], ['K', 11], ['X', 223], ['Y', 1], ['Y', 1], ['C', 1], ['S', 1], ['K', 1], ['X', 1], ['R', 1]]"
